,Unnamed: 0,ID,Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,Personal_Loan,SecuritiesAccount,CDAccount,Online,CreditCard
89,89,90,25,-1,,94303,4,2.3,3,0,0,0,0,N,1
90,90,91,55,30,118.0,90277,4,5.6,2,0,1,0,0,Y,0
91,91,92,35,10,29.0,94105,4,1.1,3,0,0,0,0,Y,0
92,92,93,43,19,34.0,94305,3,0.6,2,0,0,0,0,N,0
93,93,94,60,34,64.0,94550,2,1.7,3,236,0,1,0,Y,0
94,94,95,65,39,121.0,92612,1,2.0,1,0,0,0,0,N,0
95,95,96,38,12,,95617,4,0.2,3,0,0,0,0,Y,0
96,96,97,41,15,80.0,95014,1,5.2,1,0,0,0,0,N,0
97,97,98,54,28,161.0,92121,1,2.9,1,0,0,0,0,Y,0
98,98,99,49,23,94.0,92374,1,0.3,1,0,0,0,0,Y,0
99,99,100,66,41,15.0,91711,3,0.1,3,0,0,0,0,Y,0
100,100,101,48,23,74.0,94080,1,1.2,1,0,0,0,0,Y,0
101,101,102,61,36,30.0,94608,3,1.3,2,0,0,0,0,N,0
102,102,103,53,23,44.0,93555,3,1.0,3,198,0,0,0,Y,1
103,103,104,43,18,22.0,95670,2,0.3,2,0,0,0,0,Y,0
104,104,105,56,32,38.0,93311,4,1.3,1,166,0,0,0,Y,1
105,105,106,24,0,35.0,94704,3,0.1,2,0,0,1,0,Y,0
106,106,107,43,17,,92717,4,2.9,1,0,0,0,0,Y,1
107,107,108,42,18,43.0,92037,1,0.7,1,136,0,0,0,N,0
108,108,109,33,7,32.0,95136,1,0.6,3,166,0,0,0,Y,0
109,109,110,43,17,49.0,94542,1,2.8,1,0,0,0,0,Y,0
110,110,111,41,14,9.0,91330,3,1.0,2,0,0,0,0,N,0
111,111,112,62,38,45.0,94143,4,1.3,2,0,0,0,0,Y,0
112,112,113,40,15,82.0,91775,3,1.0,1,309,0,0,0,N,0
113,113,114,58,34,92.0,92703,2,2.8,1,103,0,0,0,N,0
114,114,115,39,14,39.0,92354,3,0.5,3,0,0,0,0,Y,0
115,115,116,65,40,81.0,92024,3,1.8,2,0,0,0,0,Y,0
116,116,117,54,29,35.0,92831,1,1.5,2,0,0,0,0,Y,0
117,117,118,58,33,61.0,92833,2,2.3,3,193,0,0,0,Y,0
118,118,119,41,16,73.0,92647,3,3.0,1,0,0,0,0,Y,0
119,119,120,32,7,112.0,94304,1,4.6,1,366,0,0,0,N,0
120,120,121,54,29,12.0,90057,2,0.2,3,0,0,0,0,Y,0
121,121,122,52,26,38.0,91711,3,0.9,3,0,0,0,0,Y,0
122,122,123,58,32,73.0,94523,2,0.7,2,0,0,0,0,Y,1
123,123,124,37,13,84.0,92130,1,3.6,2,0,0,1,0,N,0
124,124,125,39,15,,92121,4,2.4,1,118,0,0,0,Y,0
125,125,126,60,35,80.0,91301,3,0.5,1,0,0,0,0,Y,0
126,126,127,31,5,115.0,92096,2,1.3,1,101,0,0,0,Y,1
127,127,128,34,8,82.0,92646,1,2.7,2,251,0,0,0,Y,0
128,128,129,38,14,74.0,92182,2,0.0,1,0,0,1,0,Y,0
129,129,130,41,16,70.0,92131,3,0.5,3,0,0,0,0,N,1
130,130,131,28,4,81.0,94801,3,1.5,1,276,0,0,0,Y,0
131,131,132,58,34,149.0,93720,4,7.2,2,0,1,0,1,Y,1
132,132,133,31,1,51.0,90840,2,1.75,3,0,0,0,0,N,0
133,133,134,30,4,39.0,90245,3,1.1,2,0,0,0,0,Y,0
134,134,135,53,29,98.0,95035,3,1.8,2,0,0,0,0,N,0
135,135,136,58,33,45.0,93010,4,2.1,1,0,0,0,0,Y,1
136,136,137,59,32,,95035,4,2.5,2,0,0,0,0,Y,0
137,137,138,49,25,128.0,95054,2,0.4,1,0,0,0,0,N,0
138,138,139,59,34,42.0,94928,3,1.5,1,0,0,1,1,N,1
139,139,140,59,35,18.0,93305,1,1.2,3,0,0,0,0,Y,0
140,140,141,51,25,,90245,2,0.4,3,161,0,0,0,Y,1
141,141,142,35,11,58.0,95831,3,2.0,1,149,0,0,0,Y,1
142,142,143,33,9,48.0,91770,1,2.1,3,0,0,0,0,N,1
143,143,144,25,1,54.0,94117,4,1.6,1,0,0,0,0,Y,1
144,144,145,49,23,70.0,92093,2,1.5,2,0,0,0,0,N,0
145,145,146,59,35,124.0,90007,1,7.4,1,0,0,0,0,N,1
146,146,147,46,19,84.0,94102,1,2.67,2,0,0,0,0,Y,1
147,147,148,50,25,83.0,94542,4,3.6,3,188,0,0,0,Y,0
148,148,149,52,28,163.0,91423,2,0.4,1,116,0,0,0,Y,0
149,149,150,48,22,42.0,93955,3,2.2,2,0,0,0,0,N,0
150,150,151,46,22,118.0,94107,2,7.5,1,0,0,0,1,Y,1
151,151,152,26,0,132.0,92834,3,6.5,3,0,1,0,0,N,1
152,152,153,57,32,24.0,93117,1,1.3,1,0,0,0,0,Y,1
153,153,154,60,36,22.0,94551,2,1.0,1,0,0,1,1,Y,1
154,154,155,54,29,58.0,92612,4,1.3,3,0,0,0,0,N,0
155,155,156,24,0,60.0,94596,4,1.6,1,0,0,0,0,Y,0
156,156,157,26,0,,92131,4,0.4,1,0,0,0,0,N,1
157,157,158,41,17,83.0,94025,4,2.67,1,0,0,0,0,Y,1
158,158,159,32,6,79.0,94720,2,1.5,3,0,0,0,0,Y,1
159,159,160,61,35,41.0,94545,4,1.7,2,0,0,1,0,Y,0
160,160,161,29,0,134.0,95819,4,6.5,3,0,1,0,0,N,0
161,161,162,61,35,80.0,95053,2,2.8,1,0,0,0,0,Y,0
162,162,163,38,12,52.0,90036,1,2.0,1,0,0,0,0,N,0
163,163,164,28,4,70.0,91125,4,2.6,1,0,0,0,0,Y,0
164,164,165,53,27,92.0,95120,2,1.1,1,0,0,1,0,N,0
165,165,166,27,1,43.0,94706,1,1.5,1,0,0,0,0,Y,0
166,166,167,25,1,21.0,95827,3,1.0,2,0,0,0,0,N,0
167,167,168,33,9,,94305,3,0.9,3,0,0,0,0,Y,1
168,168,169,50,26,13.0,91320,4,1.0,1,0,0,0,0,Y,0
169,169,170,27,1,112.0,90503,4,2.1,3,0,0,0,0,N,1
170,170,171,27,1,138.0,90250,2,2.0,1,0,0,0,0,Y,0
171,171,172,52,28,11.0,95817,3,0.4,1,0,0,1,0,N,0
172,172,173,38,13,171.0,92717,2,7.8,1,0,0,0,0,Y,0
173,173,174,58,34,42.0,90095,4,1.5,1,0,0,0,0,Y,1
174,174,175,42,17,168.0,95503,2,7.9,2,0,1,0,0,Y,0
175,175,176,45,20,85.0,91711,4,1.1,2,0,0,1,0,Y,0
176,176,177,52,25,44.0,93111,3,1.0,2,135,0,0,0,Y,0
177,177,178,29,3,65.0,94132,4,1.8,2,244,0,0,0,N,0
178,178,179,53,29,24.0,95818,4,0.2,1,0,0,0,0,Y,1
179,179,180,62,37,11.0,91942,1,0.1,1,0,0,0,0,Y,0
180,180,181,51,27,38.0,90401,2,1.0,3,164,0,0,0,Y,0
181,181,182,36,12,10.0,93524,4,0.7,2,81,0,0,0,N,0
182,182,183,24,0,135.0,95133,1,1.5,1,0,0,0,0,Y,0
183,183,184,29,3,148.0,92173,3,4.1,1,0,1,0,0,Y,0
184,184,185,52,26,63.0,92717,2,1.5,2,0,0,1,0,Y,0
185,185,186,39,14,115.0,91320,1,1.0,3,0,0,0,0,Y,0
186,186,187,48,23,45.0,95616,1,0.3,1,0,0,0,0,Y,1
187,187,188,46,21,159.0,94305,3,1.9,3,315,1,0,0,Y,0
188,188,189,64,40,169.0,91320,2,2.1,1,122,0,0,0,Y,0
189,189,190,55,29,112.0,94043,2,1.4,1,0,0,0,0,Y,0
190,190,191,60,36,93.0,92521,1,4.3,1,0,0,0,0,Y,0
191,191,192,51,25,29.0,90404,1,0.3,3,140,0,0,0,N,0
192,192,193,50,23,85.0,92122,1,2.67,2,0,0,0,0,Y,0
193,193,194,48,24,21.0,93118,4,0.6,1,0,0,0,0,Y,1
194,194,195,53,29,144.0,92697,2,6.8,1,0,0,0,0,Y,0
195,195,196,34,10,13.0,94577,4,1.0,1,95,0,1,0,Y,0
196,196,197,48,24,165.0,93407,1,5.0,1,0,0,0,0,N,1
197,197,198,55,31,9.0,91345,4,0.7,1,89,0,0,0,Y,0
198,198,199,27,3,,94123,4,0.0,1,90,0,1,0,Y,0
199,199,200,36,11,158.0,92152,1,5.1,3,0,1,0,1,Y,1
200,200,201,32,6,29.0,91355,1,1.9,3,0,0,0,0,Y,1
201,201,202,35,9,20.0,94609,2,1.4,3,0,0,0,0,Y,1
202,202,203,30,3,68.0,94306,4,2.0,2,0,0,0,0,Y,0
203,203,204,58,34,65.0,95747,4,2.2,1,0,0,0,0,Y,0
204,204,205,56,31,61.0,96150,2,1.9,2,105,0,0,0,N,0
205,205,206,38,12,91.0,95616,4,1.4,2,100,0,0,0,N,1
206,206,207,49,25,31.0,91355,1,1.0,1,0,0,1,0,Y,0
207,207,208,34,10,71.0,94115,4,0.1,2,0,0,0,0,N,0
208,208,209,40,16,73.0,94110,4,2.67,1,0,0,0,0,Y,1
209,209,210,64,39,172.0,94707,4,3.1,1,282,1,0,1,Y,1
210,210,211,51,26,20.0,92131,2,0.0,1,0,0,0,0,N,0
211,211,212,44,18,55.0,94720,1,0.2,1,0,0,0,0,N,0
212,212,213,46,22,69.0,91604,2,1.7,1,209,0,0,0,N,0
213,213,214,57,33,155.0,91326,1,7.4,1,0,0,0,0,Y,0
214,214,215,54,28,94.0,90291,1,1.9,2,0,0,0,0,N,0
215,215,216,38,14,92.0,95818,2,0.0,1,249,0,0,0,Y,1
216,216,217,27,3,125.0,95521,2,0.6,1,0,0,0,0,N,0
217,217,218,39,14,74.0,94305,3,3.0,1,0,0,0,0,N,0
218,218,219,44,20,72.0,92807,3,0.3,3,0,0,0,0,Y,0
219,219,220,56,30,61.0,94707,1,2.2,3,0,0,0,0,Y,1
220,220,221,32,6,25.0,92130,2,0.3,1,0,0,0,0,N,1
221,221,222,45,19,83.0,95051,2,1.7,2,0,0,0,0,Y,0
222,222,223,26,2,104.0,94306,3,2.5,1,0,0,0,0,N,0
223,223,224,55,25,41.0,95014,3,1.0,3,0,0,0,0,Y,0
224,224,225,52,27,58.0,94305,4,1.8,3,91,0,0,0,N,0
225,225,226,39,13,93.0,94720,1,1.5,3,0,0,0,0,N,1
226,226,227,24,-1,39.0,94085,2,1.7,2,0,0,0,0,N,0
227,227,228,47,23,148.0,94551,2,7.5,1,0,0,0,1,Y,1
228,228,229,47,22,53.0,92677,4,1.9,3,98,0,1,1,N,1
229,229,230,48,24,71.0,93117,2,1.7,1,145,0,0,0,N,1
230,230,231,47,22,92.0,94720,1,2.8,2,0,0,0,0,Y,0
231,231,232,35,10,61.0,94304,4,2.1,3,0,0,0,0,Y,0
232,232,233,46,19,38.0,94122,3,2.5,2,135,0,0,0,N,0
233,233,234,62,37,58.0,91320,4,1.7,1,0,0,0,0,Y,0
234,234,235,26,1,80.0,95616,1,0.8,2,150,0,0,0,N,0
235,235,236,38,8,71.0,94720,4,1.8,3,0,0,0,0,Y,0
236,236,237,43,18,89.0,93407,3,0.5,3,0,0,0,0,Y,1
237,237,238,62,38,83.0,92521,1,1.8,3,0,0,0,0,Y,0
238,238,239,57,32,28.0,95831,3,0.2,1,0,0,0,0,Y,1
239,239,240,28,3,52.0,94112,4,1.7,2,0,0,0,0,N,0
240,240,241,51,26,70.0,90089,1,1.2,1,169,0,0,0,N,0
241,241,242,48,22,71.0,91711,1,1.4,3,0,0,0,0,N,1
242,242,243,41,16,75.0,94005,1,3.7,3,280,0,0,0,N,0
243,243,244,65,39,170.0,90095,3,7.9,3,99,1,0,1,Y,0
244,244,245,41,17,78.0,94025,4,0.8,1,78,0,0,0,Y,0
245,245,246,35,11,25.0,92614,2,1.0,2,0,0,0,0,N,0
246,246,247,38,14,,94025,2,0.6,3,0,0,0,0,Y,1
247,247,248,53,29,120.0,92626,4,2.7,2,111,1,1,1,Y,0
248,248,249,55,29,99.0,92121,2,1.4,1,264,0,0,0,Y,1
249,249,250,26,1,55.0,90089,3,2.6,3,113,0,0,0,N,1
250,250,251,30,6,29.0,94305,3,1.0,2,117,0,0,0,N,0
251,251,252,54,28,170.0,92182,2,6.2,2,325,1,0,0,Y,0
252,252,253,65,40,53.0,91711,3,2.2,1,0,0,0,0,N,1
253,253,254,47,21,138.0,94583,1,0.0,1,0,0,0,0,N,0
254,254,255,65,41,134.0,91942,3,3.9,3,121,1,0,0,Y,0
255,255,256,66,40,42.0,92103,2,0.7,3,138,0,0,0,N,1
256,256,257,26,0,99.0,92697,4,2.3,3,0,0,0,0,N,1
257,257,258,66,41,18.0,92691,3,0.5,1,0,0,0,0,N,1
258,258,259,35,9,24.0,95747,4,0.3,1,0,0,0,0,Y,0
259,259,260,56,30,55.0,94107,1,1.4,1,77,0,0,0,Y,0
260,260,261,51,27,58.0,92407,1,0.0,1,0,0,0,0,N,1
261,261,262,42,16,111.0,93106,2,1.2,3,251,1,0,0,Y,0
262,262,263,49,23,33.0,90245,1,0.3,3,0,0,0,1,Y,1
263,263,264,27,1,74.0,92121,4,1.8,2,112,0,0,0,Y,1
264,264,265,45,19,38.0,90840,2,0.7,1,0,0,0,0,N,0
265,265,266,49,23,23.0,94305,4,0.6,3,98,0,1,0,N,0
266,266,267,63,38,61.0,94720,2,1.5,1,0,0,0,0,Y,0
267,267,268,47,22,81.0,90504,1,2.9,1,138,0,0,0,N,0
268,268,269,64,39,129.0,94002,1,2.5,1,0,0,0,0,Y,0
269,269,270,43,13,33.0,95039,1,0.75,3,0,0,0,0,N,0
270,270,271,60,36,63.0,94063,4,2.2,1,0,0,0,0,Y,0
271,271,272,40,14,70.0,94923,4,1.4,2,0,0,0,0,Y,0
272,272,273,29,3,45.0,95023,4,0.2,1,158,0,0,0,Y,1
273,273,274,41,16,65.0,90095,3,0.5,3,0,0,0,0,Y,0
274,274,275,30,5,74.0,95616,4,2.2,1,0,0,1,0,N,1
275,275,276,49,24,50.0,94706,4,1.8,3,0,0,1,0,N,0
276,276,277,30,5,22.0,90058,4,0.5,3,109,0,0,0,Y,0
277,277,278,29,2,30.0,92126,4,1.0,3,0,0,0,0,N,0
278,278,279,50,26,21.0,91125,4,1.0,1,0,0,0,0,Y,0
279,279,280,39,14,155.0,94577,2,3.9,1,0,0,0,0,Y,0
280,280,281,33,8,64.0,92121,4,2.1,3,164,0,0,0,Y,0
281,281,282,57,31,65.0,94118,4,2.6,3,0,0,0,0,N,1
282,282,283,34,9,71.0,91711,4,0.7,3,0,0,0,0,Y,0
283,283,284,61,36,40.0,90029,3,0.5,2,0,0,1,0,Y,0
284,284,285,44,19,,92806,3,0.5,3,0,0,0,0,Y,0
285,285,286,40,13,69.0,94305,3,2.33,2,0,0,0,0,N,0
286,286,287,51,25,45.0,94806,3,0.6,2,131,0,0,0,Y,0
287,287,288,37,12,62.0,92110,3,0.7,2,0,0,0,0,N,1
288,288,289,44,19,172.0,94306,2,4.3,3,391,1,1,1,Y,0
289,289,290,42,15,24.0,92121,3,1.0,2,0,0,0,0,Y,1
290,290,291,51,25,80.0,92373,1,4.9,1,0,0,0,0,N,0
291,291,292,43,16,8.0,90089,3,0.67,2,88,0,0,0,Y,0
292,292,293,30,5,38.0,94542,4,0.8,1,129,0,0,0,Y,1
293,293,294,45,19,93.0,90095,4,2.6,3,0,0,0,0,N,0
294,294,295,35,9,55.0,94536,1,2.0,1,0,0,0,0,Y,0
295,295,296,60,34,64.0,94304,2,1.7,3,0,0,0,0,N,1
296,296,297,34,9,122.0,90623,1,0.0,1,0,0,0,0,Y,0
297,297,298,55,25,70.0,93720,3,1.4,3,0,0,0,0,Y,0
298,298,299,43,19,,92069,2,3.2,1,0,0,0,0,N,0
299,299,300,41,15,159.0,90057,1,5.5,3,0,1,0,1,Y,0
300,300,301,34,9,70.0,92843,4,1.3,1,0,0,1,0,N,0
301,301,302,65,39,,92120,2,6.9,1,196,0,0,0,N,0
302,302,303,45,21,152.0,94550,2,7.5,1,0,0,0,0,Y,0
303,303,304,49,25,195.0,95605,4,3.0,1,617,1,0,0,N,0
304,304,305,48,23,22.0,90740,1,0.1,1,0,0,0,0,N,0
305,305,306,60,35,22.0,91207,1,1.3,1,123,0,0,0,Y,0
306,306,307,55,29,,92373,3,0.8,1,0,0,0,0,Y,1
307,307,308,42,18,33.0,90401,1,1.4,3,0,0,0,0,Y,0
308,308,309,32,8,128.0,94720,2,4.33,1,0,0,0,1,Y,1
309,309,310,62,38,91.0,95929,1,3.8,1,0,0,1,0,Y,0
310,310,311,57,32,39.0,90277,4,0.9,1,0,0,0,0,Y,1
311,311,312,52,26,121.0,94550,1,7.3,1,167,0,0,0,Y,0
312,312,313,36,6,21.0,91741,1,0.67,3,0,0,1,0,Y,0
313,313,314,34,9,41.0,93720,3,2.3,1,0,0,0,0,N,1
314,314,315,63,37,45.0,93437,2,0.7,3,0,0,0,0,Y,0
315,315,316,24,-2,51.0,90630,3,0.3,3,0,0,0,0,Y,0
316,316,317,57,31,165.0,95054,1,1.6,2,0,1,0,0,Y,0
317,317,318,40,16,119.0,91335,2,4.2,2,0,1,0,0,Y,0
318,318,319,27,2,110.0,95670,4,1.8,3,190,0,0,0,Y,0
319,319,320,65,39,20.0,90034,3,0.7,2,0,0,0,0,N,1
320,320,321,60,34,64.0,90266,1,0.8,2,248,0,0,0,N,0
321,321,322,44,20,101.0,92717,3,4.4,2,82,1,0,0,N,0
322,322,323,63,39,101.0,92007,1,3.9,1,0,1,1,1,Y,0
323,323,324,59,34,99.0,90034,1,4.4,1,0,1,0,0,N,0
324,324,325,56,30,158.0,90089,4,6.1,1,0,1,0,0,N,0
325,325,326,54,28,89.0,95039,1,1.9,2,0,0,0,0,Y,1
326,326,327,52,27,80.0,95616,1,1.3,3,0,0,0,1,Y,1
327,327,328,58,32,114.0,91330,2,2.0,1,402,0,0,0,Y,0
328,328,329,60,35,49.0,94110,3,0.5,2,0,0,0,0,Y,1
329,329,330,28,4,191.0,90064,1,6.33,1,0,0,0,0,Y,0
330,330,331,54,30,78.0,92374,4,1.0,2,0,0,0,0,Y,0
331,331,332,32,6,28.0,94115,3,1.0,1,0,0,0,0,N,0
332,332,333,59,33,42.0,95630,1,0.8,2,0,0,0,0,Y,0
333,333,334,63,38,140.0,92407,1,2.5,1,0,0,0,0,N,0
334,334,335,48,23,45.0,95053,1,1.3,2,0,0,0,0,Y,0
335,335,336,56,32,122.0,95827,2,0.3,1,360,0,0,1,Y,1
336,336,337,36,12,65.0,95051,3,2.6,2,0,0,0,0,Y,0
337,337,338,57,27,68.0,94117,1,1.4,3,0,0,0,0,Y,0
338,338,339,29,3,,93657,2,2.0,1,392,0,0,0,N,0
339,339,340,39,13,89.0,92110,4,1.4,2,0,0,0,0,N,0
340,340,341,59,34,91.0,93524,1,2.6,1,0,0,0,0,Y,1
341,341,342,31,6,55.0,92038,4,2.0,2,185,0,0,0,Y,0
342,342,343,43,19,118.0,91304,2,3.3,1,0,0,0,0,N,1
343,343,344,35,5,22.0,93407,1,0.67,3,103,0,0,0,N,0
344,344,345,54,24,63.0,92606,3,1.4,3,138,0,0,0,Y,1
345,345,346,51,27,12.0,92192,4,0.5,2,78,0,1,0,Y,0
346,346,347,44,19,50.0,90745,3,2.7,2,0,0,0,0,Y,0
347,347,348,25,0,43.0,94305,2,1.6,3,0,0,1,1,Y,1
348,348,349,40,15,173.0,95060,4,6.6,1,0,1,0,1,Y,1
349,349,350,26,2,60.0,93407,2,3.0,1,132,1,0,0,N,0
350,350,351,39,14,113.0,94301,1,1.0,3,0,0,1,0,Y,0
351,351,352,28,4,155.0,92182,4,5.3,2,0,1,0,0,Y,0
352,352,353,52,28,91.0,92692,4,1.0,2,0,0,0,0,N,1
353,353,354,53,29,55.0,95818,4,1.1,2,0,0,0,0,Y,0
354,354,355,44,20,173.0,90277,2,1.4,1,419,0,0,0,Y,0
355,355,356,43,19,71.0,92101,3,0.3,3,0,0,0,0,N,1
356,356,357,56,30,,94704,2,0.4,3,88,0,0,0,N,0
357,357,358,38,14,42.0,94610,1,2.0,2,81,0,0,0,Y,0
358,358,359,30,6,141.0,94539,2,4.33,1,0,0,0,0,Y,0
359,359,360,32,6,32.0,93106,1,1.9,3,0,0,0,0,Y,0
360,360,361,35,10,55.0,94539,4,1.3,1,0,0,0,0,N,0
361,361,362,43,19,153.0,90254,2,7.5,1,0,0,0,0,Y,0
362,362,363,58,32,113.0,94590,2,1.4,1,270,0,0,0,N,1
363,363,364,25,0,30.0,92691,2,1.7,2,0,0,0,0,N,0
364,364,365,54,24,29.0,92028,3,1.0,3,148,0,0,0,N,1
365,365,366,57,32,174.0,90089,1,6.8,2,466,1,0,0,Y,0
366,366,367,50,24,,92717,1,0.3,3,0,0,0,0,Y,0
367,367,368,32,8,98.0,95054,2,2.0,2,175,0,0,0,Y,0
368,368,369,63,37,30.0,92054,2,1.0,3,159,0,0,0,Y,0
